oper_num,oper_nm,apprvl_dt,sign_dt,cntry_cd,cntry_nm,publc_sts_nm,sector_cd,sector_nm,subsector_cd,subsector_nm,oper_typ_cd,opertyp_nm,objtv,orig_apprvd_useq_amnt,totl_cost_orig,loc_cntrprt,lending_typ_nm,modality_cd,modality_nm,facility_typ_cd,facility_typ_nm,envmntl_clssfctn_cd,envmntl_clssfctn_nm,lending_instrmnt_cd,lending_instrmnt_nm,lending_typ_cd,sts_cd
ME-T1405,Program to Support the Expansion of Mass Transit in Mexico City,2019-09-23T00:00,2019-09-23T00:00,ME,Mexico,Closed,TR,TRANSPORT,TR-UMA,PUBLIC TRANSPORT (BUS / TRAIN / CABLE). INFRASTRUCTURE AND EQUIPMENT,TCP,Technical Cooperation,"The general objective is to generate inputs for the transformation of public transport in Mexico City (CDMX). The new transport system proposes the construction of 4 cable car lines, the implementation of more Metrobús lines with PPP scheme, renewing the fleet of buses concessioned by the Transport Regulatory Body, and renewing the city's taxi fleet.",500000.000,500000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,NULL,NULL,SG,EXITED
ME-T1406,Inclusion and Sustainability in Mobility,2019-06-07T00:00,2019-10-31T00:00,ME,Mexico,Closed,TR,TRANSPORT,TR-LUR,URBAN LOGISTICS,TCP,Technical Cooperation,"The expected impact of the project is to improve the quality of life of the urban population of Mexico as a result of reduced traffic congestion, the emission of pollutants and greenhouse gases, the average time of transfers and access to safe transportation solutions. , affordable and quality. The expected result of the project is that Mexican transport network companies incorporate solutions and technologies of environmental sustainability and social inclusion in their business models, facilitating the attention of vulnerable populations and the last mile.",785000.000,1570000.00,785000.00,Non-Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,MIF,Multilateral Investment Fund Instrument,NSG,EXITED
ME-T1407,Improving the Learning Capacity of Children Using the Game,2019-09-23T00:00,2019-09-23T00:00,ME,Mexico,Closed,ED,EDUCATION,ED-PRE,PRESCHOOL & EARLY CHILDHOOD EDUCATION,TCP,Technical Cooperation,"This technical cooperation will support the implementation of a program focused on improving the learning capacity of children, using the game as a key element to develop socioemotional competences.",502372.000,502372.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,NULL,NULL,SG,EXITED
ME-T1409,Efficient Social Services for Vulnerable Populations in Jalisco through Responsible Artificial Intelligence,2019-09-05T00:00,2019-11-27T00:00,ME,Mexico,Closed,IS,SOCIAL INVESTMENT,IS-POV,POVERTY ALLEVIATION,TCP,Technical Cooperation,"Support the use of responsable AI by the government of Jalisco, together with entrepreneurs and industry, to enhance the scope and quality of social services.",1450000.000,2900000.00,1450000.00,Non-Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,MIF,Multilateral Investment Fund Instrument,NSG,EXITED
ME-T1411,"Supporting the Implementation of the ""New Mexican School""",2019-08-20T00:00,2019-08-20T00:00,ME,Mexico,Closed,ED,EDUCATION,ED-SEC,SECONDARY EDUCATION,TCP,Technical Cooperation,"Supporting the improvement of the quality of the mexican educational system to achieve the objetives set by the ""New Mexican School"", specifically regarding school management. The specific objetives are: (i) to identify the challenges and opportunities derived from the integral educational approach proposed by the NEM; and (ii) support the exploration of best practices related to school´s management.",100000.000,100000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,NULL,NULL,SG,EXITED
ME-T1413,Knowledge Exchange in the Implementation of Dual Concessions for Public Transport,2019-06-07T00:00,2019-06-07T00:00,ME,Mexico,Closed,TR,TRANSPORT,TR-UMA,PUBLIC TRANSPORT (BUS / TRAIN / CABLE). INFRASTRUCTURE AND EQUIPMENT,TCP,Technical Cooperation,"To know the experience of Bogotá and Santiago in the implementation of dual concessions, wich separated the operation of service, the purchase and maintenance of buses.",15864.000,15864.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,NULL,NULL,SG,EXITED
ME-T1414,Support for the Creation of a New Financing System for Rural Development,2019-12-09T00:00,2019-12-09T00:00,ME,Mexico,Closed,FM,FINANCIAL MARKETS,FM-BNK,BANKING MARKET DEVELOPMENT,TCP,Technical Cooperation,"This Technical Cooperation (TC) will serve to implement the new comprehensive financing system for agricultural and rural development in FND. Specifically, it will support FND to incorporate the new business units, at the operational level as well as systems, as well as the technical analysis required to support the restructuring of FND.",250000.000,260000.00,10000.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,NULL,NULL,SG,EXITED
ME-T1416,Building New Impact Enterprises Focused on Early Education and Job Skills,2019-12-16T00:00,NULL,ME,Mexico,Cancelled,ED,EDUCATION,ED-PRE,PRESCHOOL & EARLY CHILDHOOD EDUCATION,TCP,Technical Cooperation,"The expected impact of the project will be twofold: on the one hand it will increase the number of girls and boys in vulnerable situations with access to quality care during their early education, and on the other hand it will increase the number of youth and adults with necessary skills to access formal jobs, including technical, soft and professional skills. The expected result of the project will be the formation of 4 new skills companies that will develop sustainable and scalable business models to improve employability and early education aimed at vulnerable population.",370000.000,740000.00,370000.00,Non-Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,MIF,Multilateral Investment Fund Instrument,NSG,EXITED
ME-T1417,"Greater Identity in Affordable, Safe, and Comfortable Housing",2019-12-05T00:00,NULL,ME,Mexico,Cancelled,DU,URBAN DEVELOPMENT AND HOUSING,DU-SUS,SUSTAINABLE CITIES,TCP,Technical Cooperation,"The objectives of this project are: A) developing the specialized supply of housing financing for last mile, adapting it to the needs of millions of low income Mexican families with complementary non-mortgage financing for self-production, expansion and improvement, and B) bringing the value chain of the new last-mile housing closer to the leading architects like Tatiana Bilbao who listen to how families live and what preferences they have to offer new housing solutions that will generate identification of families with their homes, through personalization and expansion.",200000.000,318000.00,118000.00,Non-Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,SMP,Social Entrepreneurship Program & Small Projects,NSG,EXITED
ME-T1421,Strengthening of the Public Banking System in Mexico,2019-12-09T00:00,2019-12-09T00:00,ME,Mexico,Closed,FM,FINANCIAL MARKETS,FM-BNK,BANKING MARKET DEVELOPMENT,TCP,Technical Cooperation,"Contribute to the design, evaluation, implementation and consolidation of the efforts of the Government of Mexico to create a new Public Development Banking system in the country, generating real efficiencies in the financing of productivity in the various sectors of the economy, particularly accompanying BPD in the creation and consolidation of instruments aimed at: (i) industry and commerce with high national content; (ii) exports of manufactures; (iii) the promotion of infrastructure and housing development; and (iv) the vertical performance of the different agents supporting the industrial agricultural sector, such as financing, guarantees, capital investments, consolidation and production assurance.",200000.000,200000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,NULL,NULL,SG,EXITED
ME-T1422,Scaling the AeioTU Network in Mexico,2019-10-28T00:00,2019-10-28T00:00,ME,Mexico,Closed,IS,SOCIAL INVESTMENT,IS-ECD,EARLY CHILDHOOD DEVELOPMENT,TCP,Technical Cooperation,"This project aims to adapt the training and mentoring model of early childhood educators developed by aeioTU to the context of DIF's Centros de Atención Integral CAIC, to generate evidence on its impact, and to bring it to scale.",700000.000,700000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,NULL,NULL,SG,EXITED
ME-T1424,Support for the Execution of the Program for the Integral Development of the Water and Sanitation Operating Organizations II (PRODI II),2020-08-06T00:00,2020-08-06T00:00,ME,Mexico,Closed,AS,WATER AND SANITATION,AS-AGU,WATER SUPPLY URBAN,TCP,Technical Cooperation,"The objective of this TC is to support CONAGUA with the execution of the ME-L1295 program with the following activities: strengthening of the monitoring and supervision systems of the projects in operating agencies through the implementation of the INFOAPAS system; development of a tariff model for Mexican operating agencies, improvements in the implementation of the federal PRODDER program and the management of water rights for operating agencies and the supervision of the actions implemented by the program in approximately 40 municipal operating agencies.",500000.000,500000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,B,Likely to cause mostly local and short-term negative environmental and associated social impacts and for which effective mitigation measures are readily available,NULL,NULL,SG,EXITED
ME-T1425,Support to the Promotion of Actions of Energy Efficiency and Use of Renewable Energies in Mexico City,2020-08-11T00:00,2020-08-11T00:00,ME,Mexico,Closed,EN,ENERGY,EN-EEC,ENERGY EFFICIENCY AND RENEWABLE ENERGY IN END USE,TCP,Technical Cooperation,"The objective of this TC is to support the Ministry of the Environment (SEDEMA) of the Government of Mexico City (GCDMX) in the implementation of its Sustainable Energy Strategy for Mexico City, so that it becomes a metropolis that systematically reduces its carbon footprint, by promoting photovoltaic systems and energy efficiency (EE). In the current health crisis due to Covid-19, GCDMX officials reiterate their interest in this TC, which they consider a priority to support the economic recovery after the health crisis. The specific objectives are: (i) to develop the Measurement, Reporting and Verification (MRV) system, the Solar Home Pilot Program, which consists of installing photovoltaic systems for distributed generation among residential users; (ii) explore the potentials and feasibility of photovoltaic electricity generation projects in CDMX facilities; (iii) evaluate the possible ones and design an EE program in public buildings of the GCDMX; (iv) support the design and implementation of a program to replace high-consumption refrigerators for residential use with efficient refrigerators; and (v) strengthen capacities to evaluate and promote the development of renewable energy (RE) and EE actions.",150000.000,150000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,NULL,NULL,SG,EXITED
ME-T1427,Improving Coordination and Performance of Fiscal Federalism in Mexico,2020-05-19T00:00,2020-05-19T00:00,ME,Mexico,Closed,RM,REFORM / MODERNIZATION OF THE STATE,RM-FIS,FISCAL POLICY FOR SUSTAINABILITY AND GROWTH,TCP,Technical Cooperation,"The objective of this TC is to support the Mexican government to improve the coordination and performance of fiscal federalism in the country, by strengthening the intergovernmental fiscal relations scheme and the management of the federal government and federal entities. This is expected to increase institutional capacities and provide the country with policy and management instruments, such as the Subnational Convergence Program, that promote more effective fiscal decentralization, which results in greater local fiscal effort, better quality of territorial expenditure and greater responsibility and sub-national fiscal transparency. The present TC will support finance the design and execution of the Subnational Convergence Program, which is part of Mexico's economic recovery plan to address the health and economic emergency caused by the COVID-19 pandemic, through the financing of public investments a the regional and local levels.",250000.000,250000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,NULL,NULL,SG,EXITED
